Date,Open,High,Low,Close,Volume
2020-06-24 22:50:00,9279.04,9289.0,9279.04,9286.62,455.29400000000004
2020-06-24 22:55:00,9286.62,9298.99,9286.24,9298.71,660.1239999999999
2020-06-24 23:00:00,9298.72,9304.48,9296.24,9296.64,930.47
2020-06-24 23:05:00,9296.65,9299.97,9293.34,9299.21,337.82099999999997
2020-06-24 23:10:00,9299.2,9320.0,9299.2,9311.25,1054.7839999999999
2020-06-24 23:15:00,9311.25,9320.0,9310.0,9311.66,343.87699999999995
2020-06-24 23:20:00,9311.66,9314.65,9306.5,9309.05,311.35900000000004
2020-06-24 23:25:00,9309.06,9328.0,9305.33,9313.64,834.6469999999999
2020-06-24 23:30:00,9314.01,9320.0,9314.0,9318.21,155.67
2020-06-24 23:35:00,9318.21,9318.21,9310.13,9310.14,234.24
2020-06-24 23:40:00,9310.13,9319.43,9310.13,9315.99,173.081
2020-06-24 23:45:00,9315.99,9317.48,9273.43,9287.95,1474.8210000000001
2020-06-24 23:50:00,9287.95,9287.96,9281.89,9286.86,220.766
2020-06-24 23:55:00,9286.86,9318.21,9279.32,9298.4,5641.675
2020-06-25 00:00:00,9298.78,9298.9,9277.73,9280.62,1021.0260000000001
2020-06-25 00:05:00,9280.61,9295.93,9280.61,9284.16,367.534
2020-06-25 00:10:00,9284.17,9299.17,9268.85,9287.21,2013.5439999999999
2020-06-25 00:15:00,9287.21,9291.99,9278.1,9283.56,277.436
2020-06-25 00:20:00,9283.5,9294.0,9283.5,9291.58,301.58
2020-06-25 00:25:00,9291.56,9297.58,9291.4,9296.24,187.80700000000002
2020-06-25 00:30:00,9296.24,9297.02,9284.88,9285.63,201.57
2020-06-25 00:35:00,9285.63,9285.65,9270.5,9270.5,579.715
2020-06-25 00:40:00,9270.51,9275.74,9270.5,9272.25,379.902
2020-06-25 00:45:00,9272.24,9284.45,9250.0,9275.83,1665.3429999999998
2020-06-25 00:50:00,9275.84,9283.62,9272.29,9272.29,293.765
2020-06-25 00:55:00,9271.89,9275.82,9264.27,9272.61,322.93
2020-06-25 01:00:00,9272.61,9285.38,9272.6,9285.37,253.00099999999998
2020-06-25 01:05:00,9285.37,9293.64,9285.37,9290.0,322.659
2020-06-25 01:10:00,9289.99,9294.42,9288.47,9288.99,154.958
2020-06-25 01:15:00,9289.0,9290.68,9285.93,9290.5,162.594
2020-06-25 01:20:00,9290.14,9309.31,9290.13,9301.0,814.352
2020-06-25 01:25:00,9301.0,9310.23,9298.1,9302.03,473.02
2020-06-25 01:30:00,9302.38,9303.8,9293.91,9299.44,271.401
2020-06-25 01:35:00,9299.43,9301.24,9288.94,9290.01,408.721
2020-06-25 01:40:00,9290.01,9290.01,9284.4,9286.65,273.772
2020-06-25 01:45:00,9286.71,9287.84,9284.0,9284.82,182.44400000000002
2020-06-25 01:50:00,9284.82,9289.72,9284.81,9289.08,190.73
2020-06-25 01:55:00,9289.08,9292.24,9277.22,9278.99,250.505
2020-06-25 02:00:00,9278.98,9284.0,9278.12,9280.68,350.81699999999995
2020-06-25 02:05:00,9280.66,9287.23,9278.26,9284.03,235.676
2020-06-25 02:10:00,9284.03,9284.04,9272.0,9272.01,227.528
2020-06-25 02:15:00,9272.0,9283.06,9272.0,9283.06,223.005
2020-06-25 02:20:00,9283.39,9283.76,9271.2,9271.62,157.241
2020-06-25 02:25:00,9271.87,9271.88,9242.16,9247.64,2215.771
2020-06-25 02:30:00,9247.63,9261.73,9229.44,9259.58,1738.7879999999998
2020-06-25 02:35:00,9259.88,9264.35,9255.0,9262.87,411.55699999999996
2020-06-25 02:40:00,9262.87,9263.98,9256.0,9257.28,279.994
2020-06-25 02:45:00,9257.28,9270.0,9257.27,9266.0,363.176
2020-06-25 02:50:00,9266.01,9266.01,9257.9,9257.9,188.234
2020-06-25 02:55:00,9257.89,9267.97,9255.31,9257.95,476.4
2020-06-25 03:00:00,9257.64,9259.0,9210.0,9234.43,2941.567
2020-06-25 03:05:00,9234.43,9234.86,9130.0,9187.59,10353.417
2020-06-25 03:10:00,9187.9,9189.75,9102.58,9118.37,8611.851
2020-06-25 03:15:00,9118.7,9159.53,9090.0,9139.25,4470.323
2020-06-25 03:20:00,9139.01,9143.99,9121.0,9139.85,1545.415
2020-06-25 03:25:00,9139.84,9140.98,9098.47,9106.71,2228.216
2020-06-25 03:30:00,9106.83,9108.35,9040.0,9048.32,9469.893
2020-06-25 03:35:00,9048.32,9075.0,9005.0,9071.78,7785.618
2020-06-25 03:40:00,9071.9,9091.21,9057.48,9088.1,1960.558
2020-06-25 03:45:00,9088.1,9089.36,9053.38,9068.71,1798.984
2020-06-25 03:50:00,9068.72,9121.0,9068.7,9112.73,2276.1710000000003
2020-06-25 03:55:00,9112.86,9112.94,9094.29,9099.65,1341.308
2020-06-25 04:00:00,9099.65,9120.68,9089.24,9116.96,1598.134
2020-06-25 04:05:00,9116.89,9148.39,9113.15,9144.64,2339.76
2020-06-25 04:10:00,9144.84,9156.25,9131.0,9139.37,1890.535
2020-06-25 04:15:00,9139.37,9145.0,9129.52,9137.37,1085.507
2020-06-25 04:20:00,9137.38,9137.38,9103.0,9103.13,2199.464
2020-06-25 04:25:00,9103.13,9121.93,9102.26,9119.66,1066.634
2020-06-25 04:30:00,9119.95,9133.0,9108.73,9132.75,784.6439999999999
2020-06-25 04:35:00,9132.85,9133.13,9122.62,9131.24,399.921
2020-06-25 04:40:00,9131.05,9136.87,9125.09,9133.0,335.16900000000004
2020-06-25 04:45:00,9133.01,9139.0,9122.69,9124.86,658.575
2020-06-25 04:50:00,9124.5,9124.5,9115.22,9118.99,578.109
2020-06-25 04:55:00,9118.99,9120.0,9110.87,9110.87,569.325
2020-06-25 05:00:00,9110.87,9116.92,9096.27,9104.81,1194.73
2020-06-25 05:05:00,9104.82,9121.32,9100.85,9121.32,796.576
2020-06-25 05:10:00,9121.1,9128.44,9118.92,9126.42,707.398
2020-06-25 05:15:00,9126.43,9132.95,9126.42,9132.53,400.716
2020-06-25 05:20:00,9132.53,9133.0,9126.88,9127.4,448.142
2020-06-25 05:25:00,9127.41,9167.87,9126.88,9164.04,1635.5639999999999
2020-06-25 05:30:00,9162.69,9176.0,9158.38,9170.74,1551.846
2020-06-25 05:35:00,9170.71,9186.53,9157.97,9173.79,2197.542
2020-06-25 05:40:00,9173.78,9195.7,9166.25,9184.26,1500.8270000000002
2020-06-25 05:45:00,9184.27,9188.78,9172.99,9176.42,890.951
2020-06-25 05:50:00,9176.59,9179.98,9165.26,9178.79,555.332
2020-06-25 05:55:00,9178.8,9179.0,9172.85,9176.0,648.224
2020-06-25 06:00:00,9176.0,9193.9,9175.5,9190.45,1255.735
2020-06-25 06:05:00,9191.03,9195.38,9175.73,9182.51,867.8560000000001
2020-06-25 06:10:00,9182.5,9190.06,9182.0,9183.44,360.966
2020-06-25 06:15:00,9183.45,9183.45,9160.92,9164.09,1072.774
2020-06-25 06:20:00,9164.09,9170.56,9162.16,9163.35,365.935
2020-06-25 06:25:00,9163.33,9176.57,9162.02,9174.42,513.2719999999999
2020-06-25 06:30:00,9174.38,9183.0,9174.16,9182.99,598.22
2020-06-25 06:35:00,9183.0,9185.0,9177.01,9181.04,423.449
2020-06-25 06:40:00,9181.03,9182.0,9176.99,9177.26,188.226
2020-06-25 06:45:00,9177.37,9188.88,9177.37,9186.4,518.061
2020-06-25 06:50:00,9186.36,9192.9,9186.09,9187.47,454.244
2020-06-25 06:55:00,9187.37,9190.0,9177.7,9180.85,404.957
2020-06-25 07:00:00,9180.84,9184.73,9167.54,9168.8,643.766
2020-06-25 07:05:00,9168.88,9169.21,9165.0,9166.0,433.108
2020-06-25 07:10:00,9166.0,9166.01,9143.78,9154.22,1297.128
2020-06-25 07:15:00,9154.22,9161.09,9147.58,9149.04,624.6030000000001
2020-06-25 07:20:00,9149.05,9154.75,9137.64,9153.72,1039.1580000000001
2020-06-25 07:25:00,9153.73,9158.0,9146.07,9146.1,489.036
2020-06-25 07:30:00,9146.1,9166.7,9146.1,9165.11,617.945
2020-06-25 07:35:00,9165.51,9180.99,9165.51,9170.87,605.81
2020-06-25 07:40:00,9170.87,9180.0,9170.87,9175.83,429.02099999999996
2020-06-25 07:45:00,9175.83,9183.1,9173.58,9174.98,414.025
2020-06-25 07:50:00,9174.98,9177.29,9162.71,9163.88,359.097
2020-06-25 07:55:00,9163.87,9169.85,9162.58,9169.44,268.907
2020-06-25 08:00:00,9169.44,9259.0,9169.44,9250.77,6814.335
2020-06-25 08:05:00,9250.78,9268.8,9237.07,9245.62,2425.605
2020-06-25 08:10:00,9245.13,9262.54,9245.13,9256.89,1623.118
2020-06-25 08:15:00,9256.88,9280.0,9256.88,9274.1,3133.545
2020-06-25 08:20:00,9274.1,9287.82,9259.01,9274.51,2119.689
2020-06-25 08:25:00,9274.62,9284.39,9270.12,9280.0,1255.623
2020-06-25 08:30:00,9280.0,9303.13,9273.35,9275.31,2247.206
2020-06-25 08:35:00,9275.32,9295.9,9275.0,9279.6,1224.894
2020-06-25 08:40:00,9279.53,9315.0,9279.53,9311.36,2007.683
2020-06-25 08:45:00,9311.72,9333.12,9291.7,9297.95,3659.4240000000004
2020-06-25 08:50:00,9296.69,9300.61,9289.06,9298.79,826.352
2020-06-25 08:55:00,9299.05,9301.85,9285.0,9297.9,683.572
2020-06-25 09:00:00,9297.9,9312.98,9288.0,9288.71,1165.1
2020-06-25 09:05:00,9288.56,9300.0,9285.32,9286.13,626.286
2020-06-25 09:10:00,9286.16,9291.86,9281.6,9281.6,645.644
2020-06-25 09:15:00,9281.6,9291.62,9279.19,9282.59,716.797
2020-06-25 09:20:00,9282.6,9290.0,9271.24,9289.76,815.8
